req_id,occupancy,occupancy_max,occupancy_pct,acc_rate,accepted_from_rate,generated_from_rate,gen_tokens,acc_tokens,gen_drafts,acc_drafts,calls_b,calls_g,calls_a,dur_b,dur_g,dur_a,prompt_tokens,prompt_tps,prompt_ms_per_token,eval_tokens,eval_tps,eval_ms_per_token,total_ms,total_tokens,draft_overhead,acc_to_gen_ratio,verif_pct,output_tokens
238,97632,4194304,2.327728271484375,0.358374201218606,531,1215,13458,4823,290,290,61,32984,290,391.802,247.901,13.895,1802,461.5,2.17,3516,25.02,39.96,144408.63,5318,2.7903794318888657,0.358374201218606,2.12592449793298,3516
239,100061,4194304,2.3856401443481445,0.3715930369651155,535,961,14419,5358,311,311,62,33378,311,397.74,266.394,14.722,19824,494.53,2.02,930,36.25,27.58,65739.24,20754,2.691116088092572,0.3715930369651155,2.1686484320680677,930
240,100218,4194304,2.389383316040039,0.3807431340872375,534,1056,15475,5892,333,333,63,33718,333,403.644,278.928,15.26,1127,427.17,2.34,875,37.0,27.03,26285.34,2002,2.626442634080109,0.3807431340872375,2.18677274759541,875
241,100635,4194304,2.399325370788574,0.38006550639008413,26,96,15571,5918,335,335,64,33760,335,409.582,278.996,15.544,1103,421.15,2.37,69,24.92,40.12,5387.55,1172,2.6311253801960124,0.38006550639008413,2.207571983264264,69
242,100665,4194304,2.400040626525879,0.3792685262015702,24,96,15667,5942,337,337,65,33955,337,415.579,279.22,15.546,693,392.54,2.55,220,23.21,43.08,11243.89,913,2.6366543251430494,0.3792685262015702,2.1885140319140697,220
243,100865,4194304,2.40480899810791,0.37848125356848317,24,96,15763,5966,339,339,66,34026,339,421.513,285.341,15.813,693,392.54,2.55,220,23.21,43.08,11243.89,913,2.6421387864565875,0.37848125356848317,2.188144747165707,220
244,101000,4194304,2.4080276489257812,0.37866029910770393,24,96,15914,6026,343,343,67,34070,343,427.452,291.428,16.083,301,353.91,2.83,105,30.03,33.3,4289.71,116,2.64088947892466,0.37866029910770393,2.1882734232879746,105
245,101257,4194304,2.4141550064086914,0.37763108730850664,38,144,16058,6064,346,346,68,34304,346,433.615,297.803,16.361,1605,433.64,2.31,273,23.02,43.45,15562.68,1878,2.6480870712401057,0.37763108730850664,2.1879459038031293,273
246,101528,4194304,2.4206161499023438,0.37763108730850664,38,144,16058,6064,346,346,69,34529,346,439.729,298.048,16.361,1605,433.64,2.31,273,23.02,43.45,15562.68,1878,2.6480870712401057,0.37763108730850664,2.1694968294927452,273
247,101806,4194304,2.427244186401367,0.3770481705063447,57,176,16234,6121,350,350,70,34626,350,445.826,298.197,16.642,416,386.94,2.58,226,22.5,44.43,11117.38,642,2.6521810161738277,0.3770481705063447,2.1878224974200204,226
248,101965,4194304,2.431035041809082,0.3763051222208574,57,176,16282,6127,351,351,71,34813,351,451.945,298.403,16.642,65,180.34,5.54,155,26.35,37.95,6242.26,220,2.6574179859637668,0.3763051222208574,2.1697805708027484,155
249,102592,4194304,2.44598388671875,0.373017794455877,36,240,16522,6163,356,356,72,39181,356,625.288,310.01,19.926,19115,479.56,2.09,4405,22.19,45.06,238331.05,23520,2.6808372545838064,0.373017794455877,2.0860028642496418,4405
250,105021,4194304,2.5038957595825195,0.37098327115176316,36,240,16618,6165,358,358,73,39252,358,631.334,310.132,19.927,19115,479.56,2.09,4405,22.19,45.06,238331.05,23520,2.6955393349553933,0.37098327115176316,2.0727215613177963,4405
251,109519,4194304,2.6111364364624023,0.3694876976108404,52,208,16826,6217,363,363,74,40530,363,638.054,318.13,20.195,4573,436.63,2.29,1331,22.03,45.38,70879.28,5904,2.7064500562972493,0.3694876976108404,2.068356652488429,1331
252,112766,4194304,2.6885509490966797,0.3726562040792335,52,208,17013,6340,368,368,75,41949,368,644.618,320.015,20.196,2387,422.57,2.37,1331,22.03,45.38,70879.28,5904,2.6834384858044165,0.3726562040792335,2.050711341765931,1331
253,114281,4194304,2.7246713638305664,0.37162674127178413,123,187,17157,6376,371,371,76,42000,371,651.077,326.658,20.416,2387,422.57,2.37,1543,22.94,43.59,72908.46,3930,2.6908720200752825,0.37162674127178413,2.045381911153723,1543
254,114906,4194304,2.739572525024414,0.3696896133171493,36,144,17301,6396,374,374,77,42318,374,657.531,333.604,20.641,634,379.71,2.63,339,21.42,46.69,4316.87,267,2.704971857410882,0.3696896133171493,2.0400760642671893,339
255,115882,4194304,2.7628421783447266,0.36787951945737773,20,144,17397,6400,376,376,78,43523,376,664.048,341.738,20.86,1083,390.4,2.56,1210,21.38,46.77,17498.94,973,2.71828125,0.36787951945737773,2.0318590828776424,1210
256,117085,4194304,2.7915239334106445,0.36744052737173977,4,96,17445,6410,377,377,79,43697,377,670.7,341.988,20.86,1083,390.4,2.56,1210,21.38,46.77,59367.68,2293,2.721528861154446,0.36744052737173977,2.018290393866564,1210
257,117333,4194304,2.7974367141723633,0.36697352621647894,10,48,17489,6418,378,378,80,45243,378,677.375,350.651,21.069,82,183.51,5.45,185,21.73,46.02,8808.49,216,2.7249922094110315,0.36697352621647894,2.008302393968134,185
258,118840,4194304,2.8333663940429688,0.36602611621143866,8,44,17537,6419,379,379,81,45695,379,684.043,351.227,21.069,82,183.51,5.45,1555,21.44,46.64,72977.52,1637,2.7320454899517057,0.36602611621143866,1.9945301650322482,1555
259,119369,4194304,2.8459787368774414,0.3644038984587489,12,111,17648,6431,382,382,82,45761,382,690.805,358.097,21.29,20810,444.15,2.25,79,19.17,52.17,50974.47,20889,2.7442077437412533,0.3644038984587489,1.9893626564205302,79
260,119428,4194304,2.8473854064941406,0.3668381037567084,131,240,17888,6562,387,387,83,46722,387,697.545,359.362,21.293,474,237.19,4.22,1093,23.15,43.19,49204.82,1567,2.725998171289241,0.3668381037567084,1.974865516601744,1093
261,120375,4194304,2.8699636459350586,0.36741748438893845,28,48,17936,6590,388,388,84,46809,388,704.234,359.475,21.293,1112,379.65,2.63,116,24.98,40.04,7573.46,1228,2.721699544764795,0.36741748438893845,1.9624848617790565,116
262,120458,4194304,2.8719425201416016,0.3680493772241993,28,48,17984,6619,389,389,85,46875,389,710.957,359.574,21.294,135,220.95,4.53,116,24.98,40.04,7573.46,1228,2.717026741199577,0.3680493772241993,1.950312550088155,116
263,121044,4194304,2.885913848876953,0.36870157700972583,91,215,18199,6710,394,394,86,47404,394,717.728,360.328,21.519,643,369.27,2.71,621,23.18,43.14,28530.68,1264,2.712220566318927,0.36870157700972583,1.957028852056476,621
264,121602,4194304,2.8992176055908203,0.3683345207431359,11,48,18247,6721,395,395,87,47482,395,724.563,360.445,21.52,708,361.64,2.77,90,22.01,45.43,6046.79,798,2.7149233744978427,0.3683345207431359,1.9448220017929958,90
265,124055,4194304,2.9577016830444336,0.3672108031888931,11,48,18439,6771,399,399,88,47861,399,731.559,368.086,21.79,2475,396.47,2.52,430,21.89,45.68,6046.79,798,2.723231428149461,0.3672108031888931,1.9430461863594415,430
266,124596,4194304,2.970600128173828,0.3669064748201439,12,48,18487,6783,400,400,89,47949,400,738.652,368.215,21.79,636,362.51,2.76,101,21.98,45.5,6350.18,737,2.7254901960784315,0.3669064748201439,1.9306131092085552,101
267,125393,4194304,2.9896020889282227,0.36592584620351937,17,96,18583,6800,402,402,90,48385,402,745.717,375.973,22.059,745,363.99,2.75,454,21.12,47.35,23541.47,1199,2.732794117647059,0.36592584620351937,1.9286574239627752,454
268,126496,4194304,3.015899658203125,0.367022704095325,17,96,18631,6838,403,403,91,48439,403,752.847,376.062,22.059,716,360.32,2.78,93,29.71,33.66,5117.08,809,2.724627083942673,0.367022704095325,1.9165606689325856,93
269,127215,4194304,3.0330419540405273,0.3666898061622257,38,48,18727,6867,405,405,92,48921,405,760.08,376.704,22.06,716,359.2,2.78,512,21.46,46.61,25857.17,1228,2.727100626183195,0.3666898061622257,1.9036211949149322,512
270,127725,4194304,3.045201301574707,0.3662811993092983,133,384,19111,7000,413,413,93,49929,413,767.185,385.416,22.329,568,351.56,2.84,1142,22.38,44.69,52646.94,1710,2.730142857142857,0.3662811993092983,1.9004536440468796,1142
271,128727,4194304,3.0690908432006836,0.3636599139940936,133,384,19301,7019,417,417,94,50006,417,774.34,392.752,22.597,568,351.56,2.84,1142,22.38,44.69,52646.94,1710,2.7498219119532696,0.3636599139940936,1.8994039618757508,1142
272,128868,4194304,3.0724525451660156,0.3626180767046921,19,190,19373,7025,419,419,95,50426,419,781.587,400.612,22.862,157,222.15,4.5,427,20.56,48.63,5590.85,148,2.7577224199288257,0.3626180767046921,1.897165371711473,427
273,129425,4194304,3.0857324600219727,0.3610698365527489,6,72,19517,7047,422,422,96,50764,422,788.798,408.257,23.069,159,226.69,4.41,361,20.62,48.5,21471.74,584,2.769547325102881,0.3610698365527489,1.8907094688736552,361
274,129900,4194304,3.097057342529297,0.35525590255150635,40,432,19949,7087,431,431,97,51810,431,796.018,431.731,23.77,1576,372.09,2.69,1087,20.19,49.53,58075.09,2663,2.814872301396924,0.35525590255150635,1.8992919803854356,1087
275,130916,4194304,3.1212806701660156,0.3545531829774466,40,432,19997,7090,432,432,98,52023,432,803.371,432.026,23.77,1576,372.09,2.69,1087,20.19,49.53,58075.09,2663,2.820451339915374,0.3545531829774466,1.8877559529434935,1087
276,133792,4194304,3.189849853515625,0.34855336737174814,54,374,20565,7168,447,447,100,54337,447,818.222,465.015,24.729,42015,424.46,2.36,1660,20.36,49.12,180528.01,43675,2.8690011160714284,0.34855336737174814,1.890645475494011,1660
277,134470,4194304,3.206014633178711,0.34736944000774406,54,374,20661,7177,449,449,101,54430,449,825.654,472.664,24.997,42015,424.46,2.36,1660,20.36,49.12,180528.01,43675,2.8787794343040267,0.34736944000774406,1.8889682350763044,1660
278,135059,4194304,3.220057487487793,0.34736944000774406,9,96,20661,7177,449,449,102,55059,449,833.262,473.477,24.997,830,354.03,2.82,630,20.6,48.53,32920.31,1460,2.8787794343040267,0.34736944000774406,1.8770236743618853,630
279,135686,4194304,3.235006332397461,0.3448424687095382,14,192,20853,7191,453,453,103,55180,453,840.729,481.37,25.263,830,354.03,2.82,630,20.6,48.53,32920.31,1460,2.8998748435544432,0.3448424687095382,1.8749972167836113,630
280,135817,4194304,3.2381296157836914,0.34409836849911485,14,192,20901,7192,454,454,104,55353,454,848.221,489.128,25.53,19,72.45,13.8,136,17.87,55.96,7872.26,155,2.9061457174638488,0.34409836849911485,1.873240397716892,136
281,136168,4194304,3.2464981079101562,0.34409836849911485,1,48,20901,7192,454,454,105,55509,454,855.763,489.349,25.53,19,72.29,13.83,175,19.91,50.24,9054.4,194,2.9061457174638488,0.34409836849911485,1.8626307963713353,175
282,136333,4194304,3.250432014465332,0.34276325189312756,5,96,20997,7197,456,456,106,55874,456,863.313,489.867,25.531,187,241.2,4.15,157,20.6,48.54,8395.65,344,2.9174656106711128,0.34276325189312756,1.8518021543311107,157
283,136698,4194304,3.259134292602539,0.34276325189312756,5,96,20997,7197,456,456,107,55985,456,870.94,490.017,25.531,19,73.18,13.67,371,20.0,49.99,18805.76,390,2.9174656106711128,0.34276325189312756,1.8414151438743067,371
284,137493,4194304,3.2780885696411133,0.3419226957383548,48,192,21189,7245,460,460,108,56170,460,1193.955,497.968,25.949,5364,382.54,2.61,234,21.09,47.42,25118.21,5598,2.92463768115942,0.3419226957383548,1.5105316344873194,234
285,136591,4194304,3.2565832138061523,0.34238034969296394,48,192,21333,7304,463,463,109,56310,463,1201.679,498.187,25.949,944,355.47,2.81,234,21.09,47.42,25118.21,5598,2.9207283680175244,0.34238034969296394,1.503579468251232,234
286,136884,4194304,3.263568878173828,0.34229315413691724,59,144,21429,7335,465,465,110,56378,465,1209.159,505.813,26.155,944,355.47,2.81,200,24.21,41.31,10918.17,1144,2.921472392638037,0.34229315413691724,1.5021879506779228,200
287,137029,4194304,3.267025947570801,0.3430646738371281,31,96,21477,7368,466,466,111,56457,466,1216.808,505.922,26.155,294,278.26,3.59,100,23.52,42.53,5309.08,394,2.9149022801302933,0.3430646738371281,1.4955242911912447,100
288,138383,4194304,3.2993078231811523,0.3430646738371281,33,48,21477,7368,466,466,112,57423,466,1224.388,507.066,26.155,1444,363.67,2.75,967,20.39,49.04,51391.22,2411,2.9149022801302933,0.3430646738371281,1.4881011647072815,967
289,139399,4194304,3.323531150817871,0.33941538744369887,17,281,21758,7385,472,472,113,60178,472,1231.998,526.853,26.689,1444,363.67,2.75,967,20.39,49.04,51391.22,2411,2.9462423832092077,0.33941538744369887,1.494729885636838,967
290,142069,4194304,3.3871889114379883,0.33885169219480876,17,281,21806,7389,473,473,114,60469,473,1239.822,527.257,26.69,128,233.36,4.29,2773,20.08,49.79,138615.1,2901,2.9511435918256868,0.33885169219480876,1.4879284902348076,2773
291,144259,4194304,3.4394025802612305,0.33894869600468447,136,395,22201,7525,482,482,115,60784,482,1330.599,543.638,27.391,12707,386.32,2.59,452,22.71,44.03,52794.26,13159,2.950299003322259,0.33894869600468447,1.4403973858188877,452
292,144363,4194304,3.4418821334838867,0.3456512515910055,622,1369,23570,8147,512,512,116,61466,512,1338.599,584.965,28.872,651,314.77,3.18,1305,27.12,36.87,50181.42,1956,2.8930894807904752,0.3456512515910055,1.4787680620517138,1305
293,145152,4194304,3.460693359375,0.34584698076761566,89,244,23814,8236,518,518,117,61591,518,1346.51,585.202,28.873,1568,352.16,2.84,215,23.52,42.52,13593.85,1783,2.891452161243322,0.34584698076761566,1.4726726971796684,215
294,145396,4194304,3.466510772705078,0.34580295771714226,65,191,24005,8301,522,522,118,61632,522,1354.444,585.3,29.089,563,325.84,3.07,107,26.37,37.91,5784.73,670,2.8918202626189617,0.34580295771714226,1.4774742194995716,107
295,145389,4194304,3.466343879699707,0.34703954192772085,63,96,24101,8364,524,524,119,61744,524,1362.381,585.478,29.089,2888,364.07,2.75,176,25.68,38.94,14786.47,3064,2.881516021042563,0.34703954192772085,1.4714094654993455,176
296,145532,4194304,3.4697532653808594,0.34437656320472343,35,288,24389,8399,530,530,120,62301,530,1370.278,602.364,29.512,2957,358.29,2.79,593,19.3,51.82,38981.89,3550,2.903798071198952,0.34437656320472343,1.4740124885498318,593
297,146509,4194304,3.493046760559082,0.3444966305901572,35,288,24485,8435,532,532,121,62635,532,1378.343,602.821,29.513,485,303.59,3.29,593,19.3,51.82,38981.89,3550,2.902786010669828,0.3444966305901572,1.4678140745629458,593
298,146902,4194304,3.5024166107177734,0.34372075993653634,14,96,24581,8449,534,534,122,62810,534,1386.377,611.44,29.779,1858,350.41,2.85,190,19.41,51.53,15093.37,2048,2.90933838324062,0.34372075993653634,1.4686850832217069,190
299,147434,4194304,3.5151004791259766,0.34372075993653634,14,96,24581,8449,534,534,123,63282,534,1394.529,612.08,29.779,1858,350.41,2.85,190,19.41,51.53,15093.37,2048,2.90933838324062,0.34372075993653634,1.4623441112400977,190
300,147944,4194304,3.5272598266601562,0.34616784630940345,110,144,24725,8559,537,537,124,63317,537,1402.727,612.162,29.779,388,308.56,3.24,473,19.65,50.88,25324.8,861,2.888772052809908,0.34616784630940345,1.4564222651305736,473
301,147975,4194304,3.527998924255371,0.3458975594091201,110,144,24912,8617,541,541,125,63505,541,1410.757,612.454,29.781,374,313.07,3.19,247,22.15,45.15,3773.87,210,2.891029360566322,0.3458975594091201,1.4506145177380134,247
302,22893,4194304,0.545811653137207,0.0,,,0,0,0,0,1,203,0,1.385,0.194,0.0,19806,945.95,1.06,204,29.38,34.03,27880.55,20010,inf,0.0,0.0,0
303,23167,4194304,0.5523443222045898,0.041666666666666664,2,48,48,2,1,1,2,393,1,2.769,0.371,0.0,749,724.33,1.38,193,28.58,34.98,7786.11,942,24.0,0.041666666666666664,0.0,193
304,23411,4194304,0.558161735534668,0.07291666666666667,5,48,96,7,2,2,3,564,2,4.165,0.544,0.001,725,718.93,1.39,177,28.94,34.55,7124.29,902,13.714285714285714,0.07291666666666667,0.021231422505307858,177
305,24393,4194304,0.5815744400024414,0.2013888888888889,5,48,144,29,3,3,4,685,3,5.62,2.115,0.278,819,739.98,1.35,144,32.04,31.21,7124.29,902,4.9655172413793105,0.2013888888888889,3.4693622862847877,144
306,25976,4194304,0.6193161010742188,0.2013888888888889,22,48,144,29,3,3,5,778,3,7.174,2.207,0.278,819,739.98,1.35,144,32.04,31.21,5601.43,963,4.9655172413793105,0.2013888888888889,2.8781447354798635,144
307,26346,4194304,0.6281375885009766,0.265625,22,48,192,51,4,4,6,856,4,8.746,2.296,0.278,1574,775.73,1.29,94,29.23,34.21,5244.64,1668,3.764705882352941,0.265625,2.4558303886925796,94
308,28088,4194304,0.6696701049804688,0.25416666666666665,22,48,240,61,5,5,7,1117,5,10.427,2.564,0.278,1707,760.78,1.31,101,33.55,29.81,3570.93,378,3.9344262295081966,0.25416666666666665,2.0951089004446457,101
309,30350,4194304,0.7236003875732422,0.2713178294573643,10,48,258,70,6,6,8,1447,6,12.238,2.872,0.279,2030,780.94,1.28,272,29.03,34.45,11613.33,1979,3.6857142857142855,0.2713178294573643,1.812983299759569,272
310,31286,4194304,0.7459163665771484,0.26143790849673204,9,18,306,80,7,7,9,1505,7,14.865,2.942,0.28,624,657.46,1.52,340,28.72,34.81,14436.41,2370,3.825,0.26143790849673204,1.548073201747111,340
311,32558,4194304,0.7762432098388672,0.25839793281653745,10,48,387,100,9,9,10,2211,9,17.542,5.531,3.598,1242,716.27,1.4,727,28.45,35.15,3308.29,693,3.87,0.25839793281653745,13.490307824978439,727
312,34157,4194304,0.814366340637207,0.2857142857142857,20,81,483,138,11,11,11,2779,11,19.614,6.074,3.598,920,676.43,1.48,727,28.45,35.15,27287.26,1969,3.5,0.2857142857142857,12.285733797719045,727
313,36922,4194304,0.8802890777587891,0.263653483992467,2,48,531,140,12,12,13,3382,12,23.929,6.652,3.598,14037,809.82,1.23,223,27.53,36.33,25434.79,14260,3.7928571428571427,0.263653483992467,10.526931741712747,223
314,37197,4194304,0.886845588684082,0.23763955342902712,9,96,627,149,14,14,14,3501,14,26.142,8.94,3.873,755,668.3,1.5,129,26.96,37.09,5914.53,884,4.208053691275167,0.23763955342902712,9.942241047362343,129
315,36906,4194304,0.8799076080322266,0.23763955342902712,9,96,627,149,14,14,15,3535,14,28.307,8.972,3.873,755,668.3,1.5,129,26.96,37.09,5914.53,884,4.208053691275167,0.23763955342902712,9.411450233281494,129
316,37007,4194304,0.8823156356811523,0.22518518518518518,3,48,675,152,15,15,16,3589,15,30.492,9.033,3.873,750,665.38,1.5,58,26.74,37.39,3296.06,808,4.440789473684211,0.22518518518518518,8.924374395133418,58
317,37095,4194304,0.8844137191772461,0.2140077821011673,3,48,771,165,17,17,17,3658,17,32.686,11.298,4.151,750,665.38,1.5,58,26.74,37.39,3296.06,808,4.672727272727273,0.2140077821011673,8.623662615560402,58
318,37160,4194304,0.8859634399414062,0.21855921855921856,14,48,819,179,18,18,18,4412,18,35.651,12.046,4.152,3884,308.08,3.25,769,27.77,36.01,40301.1,4653,4.575418994413408,0.21855921855921856,8.007869004223805,769
319,37947,4194304,0.9047269821166992,0.20768431983385255,21,144,963,200,21,21,19,5408,21,37.845,15.363,4.42,825,639.08,1.56,1018,27.47,36.41,38352.53,1843,4.815,0.20768431983385255,7.669882695911709,1018
320,39981,4194304,0.953221321105957,0.20651162790697675,11,64,1075,222,24,24,21,6465,24,42.516,18.707,4.686,7090,420.23,2.38,689,27.46,36.42,41963.76,7779,4.842342342342342,0.20651162790697675,7.109802910072981,689
321,41383,4194304,0.9866476058959961,0.20658949243098843,11,64,1123,232,25,25,22,6519,25,44.971,21.156,4.953,736,622.21,1.61,65,28.34,35.29,41963.76,7779,4.8405172413793105,0.20658949243098843,6.968204839617333,65
322,43463,4194304,1.036238670349121,0.2018047579983593,10,48,1219,246,27,27,23,6953,27,47.519,21.578,4.953,2475,683.96,1.46,65,28.34,35.29,3476.81,801,4.955284552845528,0.2018047579983593,6.6887238352464555,65
323,44274,4194304,1.0555744171142578,0.20205209155485399,10,48,1267,256,28,28,24,7034,28,50.121,24.231,5.22,859,625.48,1.6,92,27.78,36.0,4685.15,951,4.94921875,0.20205209155485399,6.560096516362539,92
324,45370,4194304,1.081705093383789,0.21368821292775667,10,48,1315,281,29,29,25,7100,29,52.768,24.322,5.22,1035,633.29,1.58,92,27.78,36.0,4685.15,951,4.679715302491103,0.21368821292775667,6.34187826509537,92
325,46218,4194304,1.1019229888916016,0.21368821292775667,25,48,1315,281,29,29,26,8741,29,56.218,25.932,5.22,1035,633.29,1.58,92,32.59,30.68,4457.34,1127,4.679715302491103,0.21368821292775667,5.974590820647819,92
326,47982,4194304,1.1439800262451172,0.20836390315480557,3,48,1363,284,30,30,27,8819,30,59.029,26.019,5.22,9113,713.39,1.4,82,25.86,38.67,15945.17,9195,4.799295774647887,0.20836390315480557,5.782780165728719,82
327,48107,4194304,1.1469602584838867,0.20226214238190285,3,48,1503,304,33,33,28,8912,33,61.821,28.897,5.427,9113,713.39,1.4,82,25.86,38.67,15945.17,9195,4.944078947368421,0.20226214238190285,5.644599303135889,82
328,48207,4194304,1.1493444442749023,0.19987105093488072,6,48,1551,310,34,34,29,9641,34,64.657,29.653,5.428,6865,258.06,3.87,736,26.36,37.94,54522.76,7601,5.003225806451613,0.19987105093488072,5.442258717840743,736
329,49917,4194304,1.1901140213012695,0.18473895582329317,6,48,1743,322,38,38,30,10910,38,67.576,36.834,5.918,1011,600.01,1.67,1282,25.86,38.66,51252.99,2293,5.413043478260869,0.18473895582329317,5.3640055108404034,1282
330,51237,4194304,1.2215852737426758,0.187693898655636,12,192,1934,363,42,42,31,13171,42,70.549,42.141,6.185,1011,600.01,1.67,1282,25.86,38.66,51252.99,2293,5.327823691460055,0.187693898655636,5.202944269190326,1282
331,53541,4194304,1.2765169143676758,0.1801505174035748,20,192,2126,383,46,46,32,13438,46,73.668,45.56,6.453,13233,364.31,2.74,288,25.14,39.77,47776.88,13521,5.550913838120104,0.1801505174035748,5.134427638226939,288
332,57532,4194304,1.3716697692871094,0.2098124098124098,344,1339,3465,727,74,74,33,17775,74,76.989,70.782,8.348,3839,614.21,1.63,4682,26.18,38.2,185090.13,8521,4.766162310866575,0.2098124098124098,5.34720309507491,4682
333,61804,4194304,1.4735221862792969,0.2098124098124098,,,3465,727,74,74,34,18132,74,80.591,71.135,8.348,4703,595.11,1.68,358,25.44,39.31,21976.3,5061,4.766162310866575,0.2098124098124098,5.2150880217899225,358
334,64128,4194304,1.5289306640625,0.20921198668146504,27,139,3604,754,77,77,35,18271,77,84.308,74.996,8.629,68808,579.82,1.72,167,25.64,39.0,125185.01,68975,4.779840848806366,0.20921198668146504,5.13835875021586,167
335,78428,4194304,1.8698692321777344,0.20921198668146504,,,3604,754,77,77,36,18334,77,88.772,75.065,8.629,15108,564.69,1.77,64,24.71,40.47,29344.28,15172,4.779840848806366,0.20921198668146504,5.003304999246229,64
336,79307,4194304,1.8908262252807617,0.20783783783783782,15,96,3700,769,79,79,37,18407,79,93.284,75.163,8.631,15108,564.69,1.77,64,24.71,40.47,29344.28,15172,4.811443433029909,0.20783783783783782,4.874123267712534,64
337,81027,4194304,1.9318342208862305,0.2102212855637513,15,96,3796,798,81,81,38,18608,81,97.801,79.926,8.842,1705,499.45,2.0,231,25.4,39.36,5452.93,988,4.756892230576441,0.2102212855637513,4.739265365628802,231
338,81245,4194304,1.9370317459106445,0.20722528850978425,29,96,3986,826,85,85,39,18960,85,102.387,84.959,9.11,1705,499.45,2.0,231,25.4,39.36,12506.66,1936,4.825665859564165,0.20722528850978425,4.6371706641690755,231
339,81606,4194304,1.945638656616211,0.20636406176883482,28,190,4274,882,91,91,40,19582,91,106.97,90.274,9.379,20,86.15,11.61,381,24.01,41.65,16100.21,401,4.845804988662132,0.20636406176883482,4.539184892291758,381
340,82227,4194304,1.960444450378418,0.2311536859641816,56,288,4802,1110,102,102,41,19944,102,111.577,100.055,9.91,20,86.17,11.6,679,24.35,41.07,28118.75,699,4.326126126126126,0.2311536859641816,4.473192442065161,679
341,82588,4194304,1.9690513610839844,0.22817819630568634,228,528,5522,1260,117,117,42,20319,117,116.216,119.387,10.976,20,85.34,11.72,526,25.08,39.87,19121.11,611,4.382539682539683,0.22817819630568634,4.45131174998682,526
342,82972,4194304,1.9782066345214844,0.2502479338842975,150,720,6050,1514,128,128,43,20914,128,120.876,120.152,10.98,20,85.34,11.72,526,25.08,39.87,21203.53,546,3.9960369881109643,0.2502479338842975,4.357004539538427,526
343,83570,4194304,1.9924640655517578,0.25357710651828297,254,528,6290,1595,133,133,44,22323,133,125.586,121.707,11.252,20,84.97,11.77,850,29.03,34.45,29514.55,870,3.9435736677115987,0.25357710651828297,4.352047032431491,850
344,84952,4194304,2.0254135131835938,0.2519722309876933,2,48,6338,1597,134,134,45,22552,134,130.459,121.984,11.252,1528,499.21,2.0,232,23.42,42.69,12965.79,1760,3.9686912961803382,0.2519722309876933,4.267050949013065,232
345,85408,4194304,2.036285400390625,0.2502348888192922,2,48,6386,1598,135,135,46,22759,135,135.272,122.229,11.252,1528,499.21,2.0,232,23.42,42.69,12965.79,1760,3.9962453066332917,0.2502348888192922,4.186743961927868,232
346,110036,4194304,2.623462677001953,0.125,6,6,48,6,1,1,1,452,1,6.295,0.601,0.0,125335,654.71,1.53,459,22.04,45.37,212261.77,125794,8.0,0.125,0.0,459
347,113098,4194304,2.6964664459228516,0.2838283828382838,80,80,303,86,7,7,2,608,7,7.773,1.619,0.363,12373,1048.64,0.95,237,33.68,29.69,18835.81,12610,3.5232558139534884,0.2838283828382838,3.7211686314710404,237
348,24371,4194304,0.581049919128418,0.5602503912363067,272,272,639,358,14,14,3,1023,14,9.224,2.447,0.366,12039,921.29,1.09,688,41.0,24.39,29847.64,12727,1.7849162011173185,0.5602503912363067,3.0406247403838167,688
349,27195,4194304,0.6483793258666992,0.5179677819083024,272,272,807,418,18,18,4,1243,18,10.857,2.812,0.366,2707,814.48,1.23,688,41.0,24.39,29847.64,12727,1.930622009569378,0.5179677819083024,2.607766298539366,688
350,34984,4194304,0.8340835571289062,0.43919510061242345,84,84,1143,502,25,25,5,1434,25,12.925,7.23,0.916,7680,818.35,1.22,276,31.38,31.87,18179.97,7956,2.2768924302788847,0.43919510061242345,4.347207061838546,276
351,35631,4194304,0.8495092391967773,0.40162271805273836,84,84,1479,594,32,32,6,1642,32,15.091,9.666,1.198,7680,818.35,1.22,276,31.38,31.87,18179.97,7956,2.48989898989899,0.40162271805273836,4.615680986322481,276
352,40039,4194304,0.9546041488647461,0.3816641753861485,172,172,2007,766,43,43,7,1968,43,17.468,14.81,1.673,4344,763.61,1.31,499,32.85,30.45,20880.85,4843,2.6201044386422976,0.3816641753861485,4.927689906041059,499
353,42321,4194304,1.0090112686157227,0.36775599128540304,172,172,2295,844,49,49,8,2118,49,19.955,17.551,1.943,2234,711.74,1.41,229,31.41,31.84,20880.85,4843,2.7191943127962084,0.36775599128540304,4.925346650105199,229
354,45813,4194304,1.0922670364379883,0.3618817852834741,78,78,2487,900,53,53,9,2441,53,22.642,20.716,2.208,3512,718.09,1.39,380,28.74,34.79,10430.11,2463,2.763333333333333,0.3618817852834741,4.84571829873151,380
355,46517,4194304,1.1090517044067383,0.31243878550440746,56,56,3063,957,65,65,10,7532,65,26.146,39.657,3.303,408,513.54,1.95,5149,26.69,37.46,193684.02,5557,3.200626959247649,0.31243878550440746,4.779613926431859,5149
356,140828,4194304,3.3576011657714844,0.31243878550440746,,,3063,957,65,65,11,8213,65,33.384,40.81,3.303,4876,445.42,2.25,682,22.16,45.12,41720.41,5558,3.200626959247649,0.31243878550440746,4.262100468405229,682
357,143159,4194304,3.4131765365600586,0.4315344341522352,1186,1186,4966,2143,105,105,12,9839,105,36.994,54.079,4.144,68632,819.95,1.22,2813,37.49,26.67,158730.78,71445,2.317312179188054,0.4315344341522352,4.3521640043269585,2813
